priority,source_layer,id,year,subject,field,original,detected,occurrences,proposed,category,type,confidence,note,approval_status,reviewer_note
4,LAYER_1,2374,2007,Histology,question,7. An embryo displays disturbed process of dorsal mesoderm segmentation and somite formation.What part of skin will have developmental abnormalities?,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2375,2007,Histology,question,70. Histologic specimen of a kidney demonstrates cells closely adjoined to the renal corpuscle in the distal convoluted tubule.Their basement membrane is extremely thin and has no folds.These cells sense the changes in sodium content of urine and influence renin secretion occurring in juxtaglomerular cells.Name these cells:,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2377,2007,Histology,question,"72. A 12-year-old patient has white non- pigmented spots on the skin. The spots appeared after the patient became 10 years old, and they constantly grow. This spots appeared due to the lack of the following skin cells:",,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,2381,2007,Histology,answer_1,A.White adipose tissue,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2386,2007,Histology,question,80. Histological specimen of a hemopoietic organ shows clusters of node-and band- shaped lymphocytes that along with stroma elements compose cortical and medullar substances .Name this organ:,,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,2386,2007,Histology,question,80. Histological specimen of a hemopoietic organ shows clusters of node-and band- shaped lymphocytes that along with stroma elements compose cortical and medullar substances .Name this organ:,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2391,2007,Histology,answer_4,Сorpus luteum,Сorpus,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2392,2007,Histology,question,86. Histological specimen demonstrates a parenchymal organ with cortical and medullary substances. The cortical substance is composed of bands of epithelial cells with capillary blood vessels between them. The bands form three zones. The medullary substance consists of сhromaffin cells and venous sinusoids. What organ can be characterized by these morphological features?,сhromaffin,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2395,2007,Histology,question,"89. A patient with pneumonia has body temperature of 39,2oC. What cells are the main producers of endogenous pyrogen that had caused such temperature rise?",,1,,REVIEW,TEMPERATURE_FORMAT,HIGH,Possible OCR corruption in temperature notation.,PENDING,
4,LAYER_1,2407,2018,Histology,question,An 18-year-old student presents with enlarged thyroid gland accompanied by accelerated metabolism and increased heart rate. These signs can be observed during hypersecretion of thyroxin.What organelles of thyroid cells are primarily responsible for hormone production and secretion?,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2409,2018,Histology,question,During the first year of life an infant presents with disturbed process of breast milk curdling.What cells of the proper gastric glands are functionally disturbed?,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,241,2011,Pathophysiology,answer_5,Weakening of the pumbing ability of heart,pumbing,1,pumping,REVIEW,KNOWN_LEXICAL_TYPO,HIGH,Known lexical anomaly identified during manual validation.,PENDING,
4,LAYER_1,2411,2018,Histology,question,Histological specimen shows organ parenchyma to consist of lymphoid tissue that forms lymph nodules;the nodules are located diffusely and have a central artery.What anatomical structure has such morphological characteristics?,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2412,2018,Histology,question,A microslide of the lung tissue sample taken from a patient with pneumonia shows damage to the cells that carry out respiratory function.What cells of the alveolar wall are damaged?,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2413,2018,Histology,question,An electron micrograph of a nephron segment shows cuboidal cells with ciliated lining on their apical surfaces; their basal surfaces have basal striation with mi- tochondria located between the cytolemma invaginations.Name the described nephron segment:,,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,2413,2018,Histology,question,An electron micrograph of a nephron segment shows cuboidal cells with ciliated lining on their apical surfaces; their basal surfaces have basal striation with mi- tochondria located between the cytolemma invaginations.Name the described nephron segment:,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2414,2018,Histology,question,A specimen of a10-day-old human embryo shows two interconnected sacs (amniotic andyolksacs).Name the structure located in the place where these two sacs connect:,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2415,2018,Histology,question,A microslide of the skin sample taken from the finger of a child shows that epi- dermis is insufficiently developed.What germ layer was damaged in the process of embryo development?,,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,2415,2018,Histology,question,A microslide of the skin sample taken from the finger of a child shows that epi- dermis is insufficiently developed.What germ layer was damaged in the process of embryo development?,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2416,2018,Histology,question,An electron micrograph shows a small vessel with endothelial layer but without basement membrane and pericytes; anchoring fibrilsare present.Name this vessel:,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2417,2018,Histology,question,Parenchyma of an organ is composed of pseudounipolar neurons localized under the capsule of connective tissue.Centra lplace belongs to nerve fibers.Name this organ:,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2418,2018,Histology,question,An 8-year-old girl presents with signs of disturbed twilightvision.This conditionis caused by the deficiency of vitamin:,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2427,2019,Histology,question,"A 14-year old girl presents to the emergency department for evaluation of an ’’infected leg’.’ She states there is no history of trauma but mentions she had a history of sickle cell disease. On physical examination, her upper part of right shin is very painful, red, swollen and hot. Her temperature is 39.2°C.An X-ray shows focal bony lysis and loss of trabecular architecture in the metaphysis of right tibia. Increased activity of which of the following cells is the most likely cause of bone reabsorption in this patient?",,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2427,2019,Histology,question,"A 14-year old girl presents to the emergency department for evaluation of an ’’infected leg’.’ She states there is no history of trauma but mentions she had a history of sickle cell disease. On physical examination, her upper part of right shin is very painful, red, swollen and hot. Her temperature is 39.2°C.An X-ray shows focal bony lysis and loss of trabecular architecture in the metaphysis of right tibia. Increased activity of which of the following cells is the most likely cause of bone reabsorption in this patient?",,1,,REVIEW,TEMPERATURE_FORMAT,HIGH,Possible OCR corruption in temperature notation.,PENDING,
4,LAYER_1,2430,2019,Histology,question,"An unidentified surgical specimen is received for histopathologic analysis. A portion of the specimen is cut and stained with hematoxylin and eosin. Under the microscope, you see an organ encapsulated by dense connective tissue that extends to the deeper areas by way of the trabecular extensions. The organ can be subdivided into two regions: a cortex with lymphoid nodules and medulla with medullary cords populated by plasma cells, В-cells and T-cells. Which of the following structures is most likely the origin of this surgical specimen?",В-cells,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2436,2020,Histology,topic,uRINARY SYSTEM,uRINARY,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,2441,2021,Histology,question,"A histological specimen demonstrates a vessel with the wall that consists of endothelium, basement membrane, and loose connective tissueю.TTRlrv&sscl belongs to the following type",,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2441,2021,Histology,question,"A histological specimen demonstrates a vessel with the wall that consists of endothelium, basement membrane, and loose connective tissueю.TTRlrv&sscl belongs to the following type",tissueю,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2445,2021,Histology,question,"One of the parts of the central nervous system has a layered arrangement of neurons, among which there are ^stellate. spindle- shaped, horizontal, and pyramidal cells. This structure corresponds with the following part of the nervous system",,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,2454,2023,Biochemistry,topic,Water- and fat-soluble vitamins,,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,2457,2023,Biochemistry,question,"In the nucleus of a cell, a molecule of mature mRNA, which is smaller in size, was formed from a larger molecule of immature mRNA. The stages of this transformation together are called: Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",mRNA,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,2457,2023,Biochemistry,question,"In the nucleus of a cell, a molecule of mature mRNA, which is smaller in size, was formed from a larger molecule of immature mRNA. The stages of this transformation together are called: Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2457,2023,Biochemistry,question,"In the nucleus of a cell, a molecule of mature mRNA, which is smaller in size, was formed from a larger molecule of immature mRNA. The stages of this transformation together are called: Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2460,2023,Biochemistry,answer_5,"Amino acid deamination Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2460,2023,Biochemistry,answer_5,"Amino acid deamination Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2463,2023,Biochemistry,topic,Water- and fat-soluble vitamins,,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,2464,2023,Biochemistry,answer_3,"Transcription inhibition Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2464,2023,Biochemistry,answer_3,"Transcription inhibition Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2467,2023,Biochemistry,topic,Water- and fat-soluble vitamins,,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,2468,2023,Biochemistry,question,"A man was hospitalized with provisional diagnosis of acute pancreatitis. What enzyme activity must be measured in the patient’s blood and urine to confirm this diagnosis? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2468,2023,Biochemistry,question,"A man was hospitalized with provisional diagnosis of acute pancreatitis. What enzyme activity must be measured in the patient’s blood and urine to confirm this diagnosis? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,247,2009,Pathophysiology,answer_2,InsufFIcient FIbrin production,InsufFIcient,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,2475,2023,Biochemistry,answer_2,"- Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2475,2023,Biochemistry,answer_2,"- Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2476,2023,Biochemistry,question,"There are several stages in the process of translation. At one of these stages, a complex forms that consists of a ribosome, mRNA, and aminoacyl-tRNA-melhionine. What is the name of this stage?",mRNA,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,2476,2023,Biochemistry,question,"There are several stages in the process of translation. At one of these stages, a complex forms that consists of a ribosome, mRNA, and aminoacyl-tRNA-melhionine. What is the name of this stage?",tRNA,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,2479,2023,Biochemistry,topic,"Hormonal regulation of metabolism Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2479,2023,Biochemistry,topic,"Hormonal regulation of metabolism Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2482,2023,Biochemistry,answer_3,"Tocopherol Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2482,2023,Biochemistry,answer_3,"Tocopherol Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2482,2023,Biochemistry,topic,Water- and fat-soluble vitamins,,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,2483,2023,Biochemistry,topic,Water- and fat-soluble vitamins,,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,2486,2023,Biochemistry,question,"A 55-ycar-old patient is being monitored by an endocrinologist for disturbed endocrine function of the pancreas, which manifests as a decrease in glucagon levels in the blood. What pancreatic cells are dysfunctional in this case? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2486,2023,Biochemistry,question,"A 55-ycar-old patient is being monitored by an endocrinologist for disturbed endocrine function of the pancreas, which manifests as a decrease in glucagon levels in the blood. What pancreatic cells are dysfunctional in this case? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,249,2009,Pathophysiology,answer_4,Reßectrory paresis,ß,1,,REVIEW,OCR_CHARACTER_CORRUPTION,HIGH,Suspicious OCR character detected.,PENDING,
4,LAYER_1,2491,2017,Biochemistry,topic,:Anabolism of carbohydrates,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2493,2017,Biochemistry,answer_1,"Conjugated bilirubin Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2493,2017,Biochemistry,answer_1,"Conjugated bilirubin Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2497,2017,Biochemistry,topic,"Characteristics of the hemostasis system and immune processes Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2497,2017,Biochemistry,topic,"Characteristics of the hemostasis system and immune processes Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2500,2017,Biochemistry,answer_4,"Activation of apoА1, apoА2, and apoА4 apolipoprotein synthesis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",apoА1,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2500,2017,Biochemistry,answer_4,"Activation of apoА1, apoА2, and apoА4 apolipoprotein synthesis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",apoА2,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2500,2017,Biochemistry,answer_4,"Activation of apoА1, apoА2, and apoА4 apolipoprotein synthesis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",apoА4,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2500,2017,Biochemistry,answer_4,"Activation of apoА1, apoА2, and apoА4 apolipoprotein synthesis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2500,2017,Biochemistry,answer_4,"Activation of apoА1, apoА2, and apoА4 apolipoprotein synthesis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2504,2017,Biochemistry,question,"Depression and emotional disturbances result from the lack of noradrenaline, serotonin, and other biogenic amines in the brain. Their content in the synapses can be increased through administration of antidepressants that inhibit the following enzyme: Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2504,2017,Biochemistry,question,"Depression and emotional disturbances result from the lack of noradrenaline, serotonin, and other biogenic amines in the brain. Their content in the synapses can be increased through administration of antidepressants that inhibit the following enzyme: Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,251,2009,Pathophysiology,answer_2,Inßammatory,ß,1,,REVIEW,OCR_CHARACTER_CORRUPTION,HIGH,Suspicious OCR character detected.,PENDING,
4,LAYER_1,251,2009,Pathophysiology,question,"A female patient suffering from bronchial asthma had got a viral infection that provoked status asthmaticus with fatal outcome. Histological examination of lungs revealed spasm and edema of bronchioles, apparent inFIltration of their walls with lymphocytes, eosinophils and other leukocytes; labrocyte degranulation. What mechanism of hypersensitivity underlies the described alterations?",inFIltration,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,2511,2017,Biochemistry,answer_2,"Translation initiation in eucaryotes Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2511,2017,Biochemistry,answer_2,"Translation initiation in eucaryotes Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2511,2017,Biochemistry,question,Streptomycin and other aminoglycosides prevent the joining of formyl-methionyl-tRNA by bonding with the 30S ribosomal subunit. This effect leads to disruption of the following process:,tRNA,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,2515,2017,Biochemistry,topic,"Nutrition biochemistry and vitamins fundamental Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2515,2017,Biochemistry,topic,"Nutrition biochemistry and vitamins fundamental Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2518,2016,Biochemistry,answer_2,"Catalase Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2518,2016,Biochemistry,answer_2,"Catalase Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2522,2016,Biochemistry,topic,"Nutrition biochemistry and vitamins fundamental Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2522,2016,Biochemistry,topic,"Nutrition biochemistry and vitamins fundamental Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2524,2016,Biochemistry,topic,Mechanisms of urine formation.Pathological components in urine,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,2525,2016,Biochemistry,answer_1,"Unconjugated bilirubin Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2525,2016,Biochemistry,answer_1,"Unconjugated bilirubin Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2529,2016,Biochemistry,topic,"Characteristics and intracellular lipid metabolism Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2529,2016,Biochemistry,topic,"Characteristics and intracellular lipid metabolism Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2532,2016,Biochemistry,answer_4,"Reverse transcription Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",варiант,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,2532,2016,Biochemistry,answer_4,"Reverse transcription Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",iноземнi,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
