id,year,subject,field,original,detected,proposed,type,confidence,plan_status,apply,reviewer_note
2165,2015,Biology,question,A patient with probable liver abscess was delivered to a surgical department. The patient for a long time had been on an assignment in an African country and had recurrent cases of acute gastrointestinal di-sturbance. What protozoan disease can it be?,di-sturbance,A patient with probable liver abscess was delivered to a surgical department. The patient for a long time had been on an assignment in an African country and had recurrent cases of acute gastrointestinal disturbance. What protozoan disease can it be?,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2166,2015,Biology,question,It is known that the gene responsible for development of blood groups according to AB0 system has three allele variants. Existence of the IV blood group can be explai-ned by the following variability form:,explai-ned,It is known that the gene responsible for development of blood groups according to AB0 system has three allele variants. Existence of the IV blood group can be explained by the following variability form:,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2169,2015,Biology,question,"During cell division DNA replication occurs after a signal is received from the cytoplasm, then a certain portion of the DNA helix unwinds and splits into two indi-vidual strains. What enzyme facilitates this process?",indi-vidual,"During cell division DNA replication occurs after a signal is received from the cytoplasm, then a certain portion of the DNA helix unwinds and splits into two individual strains. What enzyme facilitates this process?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2212,2011,Biology,question,Examination of a 12-year-old boy with developmental lag revealed achondroplasia: disproportional consti-tution with evident shortening of upper and lower limbs as a result of growth disorder of epiphyseal cartilages of long tubal bones. This disease is:,consti-tution,Examination of a 12-year-old boy with developmental lag revealed achondroplasia: disproportional constitution with evident shortening of upper and lower limbs as a result of growth disorder of epiphyseal cartilages of long tubal bones. This disease is:,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2490,2017,Biochemistry,question,A 3-year-old boy with pronounced hemorrhagic syndrome has no anti-hemophilic globulin A (factor VIII) in the blood plasma. Hemostasis has been impai-red at the following stage:,impai-red,A 3-year-old boy with pronounced hemorrhagic syndrome has no anti-hemophilic globulin A (factor VIII) in the blood plasma. Hemostasis has been impaired at the following stage:,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2507,2017,Biochemistry,answer_3,Transfer of reduced equivalents to ubiqui-none,ubiqui-none,Transfer of reduced equivalents to ubiquinone,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2528,2016,Biochemistry,question,Along with normal hemoglobin types there can be pathological ones in the organi-sm of an adult. Name one of them:,organi-sm,Along with normal hemoglobin types there can be pathological ones in the organism of an adult. Name one of them:,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2556,2015,Biochemistry,question,"In case of alkaptonuria, homogentisic acid is excreted in urine in large amounts. The development of this disease is associated with metabolic disorder of the followi-ng amino acid:",followi-ng,"In case of alkaptonuria, homogentisic acid is excreted in urine in large amounts. The development of this disease is associated with metabolic disorder of the following amino acid:",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2559,2015,Biochemistry,question,"During cell division DNA replication occurs after a signal is received from the cytoplasm, then a certain portion of the DNA helix unwinds and splits into two indi-vidual strains. What enzyme facilitates this process?",indi-vidual,"During cell division DNA replication occurs after a signal is received from the cytoplasm, then a certain portion of the DNA helix unwinds and splits into two individual strains. What enzyme facilitates this process?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2616,2012,Biochemistry,question,A 30 year old woman has subnormal concentration of enzymes in the pancreatic juice. This might be caused by the hyposecretion of the following gastroi-ntestinal hormone:,gastroi-ntestinal,A 30 year old woman has subnormal concentration of enzymes in the pancreatic juice. This might be caused by the hyposecretion of the following gastrointestinal hormone:,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2728,2008,Biochemistry,question,An oncological patient was prescri-bed methotrexate. With the lapse of time target cells of the tumour lost susceptibility to this drug. There is change of gene expression of the folowing enzyme:,prescri-bed,An oncological patient was prescribed methotrexate. With the lapse of time target cells of the tumour lost susceptibility to this drug. There is change of gene expression of the folowing enzyme:,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
2739,2007,Biochemistry,question,"A woman who has been keeping to a cleanrice diet for a long time was diagnosed with polyneuritis (beri-beri). What vitamin deficit results in development of this disease? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",beri-beri,"A woman who has been keeping to a cleanrice diet for a long time was diagnosed with polyneuritis (beriberi). What vitamin deficit results in development of this disease? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
28,2017,Pathophysiology,question,A patient demonstrates sharp decrease of pulmonary surfactant activity. This condi-tion can result in:,condi-tion,A patient demonstrates sharp decrease of pulmonary surfactant activity. This condition can result in:,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
31,2017,Pathophysiology,question,"A 15-year-old teenager complains of lack of air, general weakness, palpitati-ons. Heart rate is 130/min., BP is 100/60 mm Hg. ECG: QRS complex has normal shape and duration. The number of P waves and ventricular complexes is equal, T wave merges with P wave. What type of cardiac arrhythmia is observed in the teenager?",palpitati-ons,"A 15-year-old teenager complains of lack of air, general weakness, palpitations. Heart rate is 130/min., BP is 100/60 mm Hg. ECG: QRS complex has normal shape and duration. The number of P waves and ventricular complexes is equal, T wave merges with P wave. What type of cardiac arrhythmia is observed in the teenager?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
32,2017,Pathophysiology,question,"During removal of the hyperplastic thyroid gland of a 47-year-old woman, the parathyroid gland was damaged. One month after the surgery the pati-ent developed signs of hypoparathyroi-dism: frequent convulsions, hyperreflexia, laryngospasm. What is the most likely cause of the patient’s condition?",hypoparathyroi-dism,"During removal of the hyperplastic thyroid gland of a 47-year-old woman, the parathyroid gland was damaged. One month after the surgery the pati-ent developed signs of hypoparathyroidism: frequent convulsions, hyperreflexia, laryngospasm. What is the most likely cause of the patient’s condition?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
34,2017,Pathophysiology,question,"A 64-year-old woman presents with di-sturbed fine motor function of her fingers, marked muscle rigidity, and tremor. The neurologist diagnosed her with Parkinson’s disease. What brain structures are damaged resulting in this disease?",di-sturbed,"A 64-year-old woman presents with disturbed fine motor function of her fingers, marked muscle rigidity, and tremor. The neurologist diagnosed her with Parkinson’s disease. What brain structures are damaged resulting in this disease?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
35,2017,Pathophysiology,answer_4,Qualitative abnormalities of fibri-nogenesis,fibri-nogenesis,Qualitative abnormalities of fibrinogenesis,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
35,2017,Pathophysiology,question,After pancreatic surgery the patient developed hemorrhagic syndrome with di-sturbed 3rd stage of blood clotting. What will be the most likely mechanism of the hemostatic disorder?,di-sturbed,After pancreatic surgery the patient developed hemorrhagic syndrome with disturbed 3rd stage of blood clotting. What will be the most likely mechanism of the hemostatic disorder?,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
353,2010,Pathophysiology,question,"A 5 year old child is ill with measles. Blood analysis revealed increase of total number of leukocytes up to 13 · 109/l. Leukogram: basophils - 0, eosinophils - 1, myelocytes - 0, juvenile neutrophi-ls - 0, band neutrophils - 2, segmented neutrophils - 41, lymphocytes - 28, monocytes - 28. Name this phenomenon:",neutrophi-ls,"A 5 year old child is ill with measles. Blood analysis revealed increase of total number of leukocytes up to 13 · 109/l. Leukogram: basophils - 0, eosinophils - 1, myelocytes - 0, juvenile neutrophils - 0, band neutrophils - 2, segmented neutrophils - 41, lymphocytes - 28, monocytes - 28. Name this phenomenon:",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
355,2010,Pathophysiology,question,"A 50 year old man who was referred to the hospital for treatment of cervical lymphadenitis underwent test for induvidual sensitivity to penicillin. 30 seconds after he went hot all over, AP dropped down to 0 mm Hg that led to cardiac arrest. Resuscitation was unsuccessful. Autopsy results: acute venous plethora of internal organs; histological examination of skin (from the site of injection) revealed degranulation of mast cells (ti-ssue basophils). Degranulation was also revealed in myocardium and lungs. What type of hypersensitivity reaction is it?",ti-ssue,"A 50 year old man who was referred to the hospital for treatment of cervical lymphadenitis underwent test for induvidual sensitivity to penicillin. 30 seconds after he went hot all over, AP dropped down to 0 mm Hg that led to cardiac arrest. Resuscitation was unsuccessful. Autopsy results: acute venous plethora of internal organs; histological examination of skin (from the site of injection) revealed degranulation of mast cells (tissue basophils). Degranulation was also revealed in myocardium and lungs. What type of hypersensitivity reaction is it?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
38,2017,Pathophysiology,answer_2,Restrictive disorders of pulmonary venti-lation,venti-lation,Restrictive disorders of pulmonary ventilation,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
41,2017,Pathophysiology,question,"A man presents with glomerular fi-ltration rate of 180 ml/min., while norm is ± 25 ml/min. The likely cause of it is the decreased:",fi-ltration,"A man presents with glomerular filtration rate of 180 ml/min., while norm is ± 25 ml/min. The likely cause of it is the decreased:",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
43,2017,Pathophysiology,question,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed di-ffuse renal lesions accompanied by massi-ve edemas, marked proteinuria, hyperli-pidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",di-ffuse,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed diffuse renal lesions accompanied by massi-ve edemas, marked proteinuria, hyperli-pidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
43,2017,Pathophysiology,question,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed di-ffuse renal lesions accompanied by massi-ve edemas, marked proteinuria, hyperli-pidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",massi-ve,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed di-ffuse renal lesions accompanied by massive edemas, marked proteinuria, hyperli-pidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
43,2017,Pathophysiology,question,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed di-ffuse renal lesions accompanied by massi-ve edemas, marked proteinuria, hyperli-pidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",hyperli-pidemia,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed di-ffuse renal lesions accompanied by massi-ve edemas, marked proteinuria, hyperlipidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
45,2017,Pathophysiology,question,"Autopsy of a man, who served on a nuclear submarine, revealed the followi-ng pathologies: bone marrow atrophy (panmyelophthisis), anemia, leukopenia, thrombocytopenia, lymphocytes disi-ntegration in the lymph nodes, spleen, gastrointestinal lymphatic system, and hemorrhages into the adrenal glands. What disease had developed in this case?",followi-ng,"Autopsy of a man, who served on a nuclear submarine, revealed the following pathologies: bone marrow atrophy (panmyelophthisis), anemia, leukopenia, thrombocytopenia, lymphocytes disi-ntegration in the lymph nodes, spleen, gastrointestinal lymphatic system, and hemorrhages into the adrenal glands. What disease had developed in this case?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
45,2017,Pathophysiology,question,"Autopsy of a man, who served on a nuclear submarine, revealed the followi-ng pathologies: bone marrow atrophy (panmyelophthisis), anemia, leukopenia, thrombocytopenia, lymphocytes disi-ntegration in the lymph nodes, spleen, gastrointestinal lymphatic system, and hemorrhages into the adrenal glands. What disease had developed in this case?",disi-ntegration,"Autopsy of a man, who served on a nuclear submarine, revealed the followi-ng pathologies: bone marrow atrophy (panmyelophthisis), anemia, leukopenia, thrombocytopenia, lymphocytes disintegration in the lymph nodes, spleen, gastrointestinal lymphatic system, and hemorrhages into the adrenal glands. What disease had developed in this case?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
46,2017,Pathophysiology,question,"After sensitization a test animal recei-ved subcutaneously a dose of antigen. At the site of injection a fibrinous inflammati-on developed with alteration of vessel walls, basal substance, and fibrous structures of connective tissue. The inflammation took form of mucoid and fibrinoid degeneration, fibrinoid necrosis. What immune response occurred in the test animal?",recei-ved,"After sensitization a test animal received subcutaneously a dose of antigen. At the site of injection a fibrinous inflammati-on developed with alteration of vessel walls, basal substance, and fibrous structures of connective tissue. The inflammation took form of mucoid and fibrinoid degeneration, fibrinoid necrosis. What immune response occurred in the test animal?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
46,2017,Pathophysiology,question,"After sensitization a test animal recei-ved subcutaneously a dose of antigen. At the site of injection a fibrinous inflammati-on developed with alteration of vessel walls, basal substance, and fibrous structures of connective tissue. The inflammation took form of mucoid and fibrinoid degeneration, fibrinoid necrosis. What immune response occurred in the test animal?",inflammati-on,"After sensitization a test animal recei-ved subcutaneously a dose of antigen. At the site of injection a fibrinous inflammation developed with alteration of vessel walls, basal substance, and fibrous structures of connective tissue. The inflammation took form of mucoid and fibrinoid degeneration, fibrinoid necrosis. What immune response occurred in the test animal?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
49,2017,Pathophysiology,question,"Blood test of an athlete shows the following: erythrocytes - 5, 5 · 1012/l, hemoglobin - 180 g/l, leukocytes - 7 · 109/l, neutrophils - 64%, basophils - 0,5%, eosinophils - 0,5%, monocytes - 8%, lymphocytes - 27%. These values primari-ly indicate the stimulation of:",primari-ly,"Blood test of an athlete shows the following: erythrocytes - 5, 5 · 1012/l, hemoglobin - 180 g/l, leukocytes - 7 · 109/l, neutrophils - 64%, basophils - 0,5%, eosinophils - 0,5%, monocytes - 8%, lymphocytes - 27%. These values primarily indicate the stimulation of:",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
498,2017,Pathomorphology,question,"Histological investigation of the uterine scrape of the 45-year-old woman with di-sturbed ovarian menstrual cycle revealed increased number of endometrial glands, some of which are serrated, while others are dilated and cyst-like. Make the diagnosis:",di-sturbed,"Histological investigation of the uterine scrape of the 45-year-old woman with disturbed ovarian menstrual cycle revealed increased number of endometrial glands, some of which are serrated, while others are dilated and cyst-like. Make the diagnosis:",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
500,2017,Pathomorphology,question,"A patient has hoarseness of voice. Duri-ng laryngoscopy a gray-white larynx tumor with papillary surface has been detected. Microscopic investigation has shown the following: growth of connective tissue covered with multilayer, strongly kerati-nized pavement epithelium, no cellular atypia. What is the most likely diagnosis?",Duri-ng,"A patient has hoarseness of voice. During laryngoscopy a gray-white larynx tumor with papillary surface has been detected. Microscopic investigation has shown the following: growth of connective tissue covered with multilayer, strongly kerati-nized pavement epithelium, no cellular atypia. What is the most likely diagnosis?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
500,2017,Pathomorphology,question,"A patient has hoarseness of voice. Duri-ng laryngoscopy a gray-white larynx tumor with papillary surface has been detected. Microscopic investigation has shown the following: growth of connective tissue covered with multilayer, strongly kerati-nized pavement epithelium, no cellular atypia. What is the most likely diagnosis?",kerati-nized,"A patient has hoarseness of voice. Duri-ng laryngoscopy a gray-white larynx tumor with papillary surface has been detected. Microscopic investigation has shown the following: growth of connective tissue covered with multilayer, strongly keratinized pavement epithelium, no cellular atypia. What is the most likely diagnosis?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
501,2017,Pathomorphology,question,"A 67-year-old patient with cli-nical diagnosis of chronic bronchitis, pneumosclerosis, and cardiopulmonary decompensation has the biopsy material taken from the suspicious area in his ri-ght bronchus mucosa. Cellular and tissue atypism along with pearly bodies can be histologically detected. What pathologic process is characterized by the described histological changes? MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",cli-nical,"A 67-year-old patient with clinical diagnosis of chronic bronchitis, pneumosclerosis, and cardiopulmonary decompensation has the biopsy material taken from the suspicious area in his ri-ght bronchus mucosa. Cellular and tissue atypism along with pearly bodies can be histologically detected. What pathologic process is characterized by the described histological changes? MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
501,2017,Pathomorphology,question,"A 67-year-old patient with cli-nical diagnosis of chronic bronchitis, pneumosclerosis, and cardiopulmonary decompensation has the biopsy material taken from the suspicious area in his ri-ght bronchus mucosa. Cellular and tissue atypism along with pearly bodies can be histologically detected. What pathologic process is characterized by the described histological changes? MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",ri-ght,"A 67-year-old patient with cli-nical diagnosis of chronic bronchitis, pneumosclerosis, and cardiopulmonary decompensation has the biopsy material taken from the suspicious area in his right bronchus mucosa. Cellular and tissue atypism along with pearly bodies can be histologically detected. What pathologic process is characterized by the described histological changes? MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
504,2017,Pathomorphology,question,A patient demonstrates sharp decrease of pulmonary surfactant activity. This condi-tion can result in:,condi-tion,A patient demonstrates sharp decrease of pulmonary surfactant activity. This condition can result in:,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
507,2017,Pathomorphology,question,"On autopsy the dissector determined that the lungs are enlarged, pale, soft, do not deflate, crunch when cut. Microscopically there are dilated alveolar ducts, alveolar septa are thin, and signs of intracapillary sclerosis are observed. What pulmonary di-sorder are these presentations characteristic of?",di-sorder,"On autopsy the dissector determined that the lungs are enlarged, pale, soft, do not deflate, crunch when cut. Microscopically there are dilated alveolar ducts, alveolar septa are thin, and signs of intracapillary sclerosis are observed. What pulmonary disorder are these presentations characteristic of?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
509,2017,Pathomorphology,question,Examination of the coronary arteries revealed atherosclerotic plaques with calci-nosis that close the arterial opening by 1/3. In the muscle there are numerous whiti-sh layers of connective tissue. Name the process detected in the myocardium:,calci-nosis,Examination of the coronary arteries revealed atherosclerotic plaques with calcinosis that close the arterial opening by 1/3. In the muscle there are numerous whiti-sh layers of connective tissue. Name the process detected in the myocardium:,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
509,2017,Pathomorphology,question,Examination of the coronary arteries revealed atherosclerotic plaques with calci-nosis that close the arterial opening by 1/3. In the muscle there are numerous whiti-sh layers of connective tissue. Name the process detected in the myocardium:,whiti-sh,Examination of the coronary arteries revealed atherosclerotic plaques with calci-nosis that close the arterial opening by 1/3. In the muscle there are numerous whitish layers of connective tissue. Name the process detected in the myocardium:,BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
512,2017,Pathomorphology,question,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed di-ffuse renal lesions accompanied by massi-ve edemas, marked proteinuria, hyperli-pidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",di-ffuse,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed diffuse renal lesions accompanied by massi-ve edemas, marked proteinuria, hyperli-pidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
512,2017,Pathomorphology,question,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed di-ffuse renal lesions accompanied by massi-ve edemas, marked proteinuria, hyperli-pidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",massi-ve,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed di-ffuse renal lesions accompanied by massive edemas, marked proteinuria, hyperli-pidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
512,2017,Pathomorphology,question,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed di-ffuse renal lesions accompanied by massi-ve edemas, marked proteinuria, hyperli-pidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",hyperli-pidemia,"A 38-year-old man, who has been suffering from systemic lupus erythematosus for 3 years, developed di-ffuse renal lesions accompanied by massi-ve edemas, marked proteinuria, hyperlipidemia, and dysproteinemia. What is the most likely mechanism of proteinuria develoment in this case?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
513,2017,Pathomorphology,question,"A woman with polyarticular rheumatoid arthritis was prescribed a non-steroidal antiinflammatory drug - diclofenac sodium. After the patient has been taking it for some time, her concomitant disease exacerbated, which forced the doctor to cancel the prescription of this drug. What concomi-tant disease could necessitate cancellation of this drug prescription?",concomi-tant,"A woman with polyarticular rheumatoid arthritis was prescribed a non-steroidal antiinflammatory drug - diclofenac sodium. After the patient has been taking it for some time, her concomitant disease exacerbated, which forced the doctor to cancel the prescription of this drug. What concomitant disease could necessitate cancellation of this drug prescription?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
515,2017,Pathomorphology,question,"A 7-year-old boy died of acute posthemorrhagic anemia caused by profuse hemorrhage in the gastrointestinal tract. Postmortem study revealed the followi-ng: macroscopically there were acutely enlarged various groups of the lymph nodes, thymomegaly, hepatosplenomegaly, and bright red bone marrow; microscopically there was hypercellular bone marrow wi-th monomorphic infiltrations composed of blasts and diffuse-focal tumor infiltrations in the liver, spleen, lymph nodes, brain substance and tunics. Make the diagnosis:",followi-ng,"A 7-year-old boy died of acute posthemorrhagic anemia caused by profuse hemorrhage in the gastrointestinal tract. Postmortem study revealed the following: macroscopically there were acutely enlarged various groups of the lymph nodes, thymomegaly, hepatosplenomegaly, and bright red bone marrow; microscopically there was hypercellular bone marrow wi-th monomorphic infiltrations composed of blasts and diffuse-focal tumor infiltrations in the liver, spleen, lymph nodes, brain substance and tunics. Make the diagnosis:",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
515,2017,Pathomorphology,question,"A 7-year-old boy died of acute posthemorrhagic anemia caused by profuse hemorrhage in the gastrointestinal tract. Postmortem study revealed the followi-ng: macroscopically there were acutely enlarged various groups of the lymph nodes, thymomegaly, hepatosplenomegaly, and bright red bone marrow; microscopically there was hypercellular bone marrow wi-th monomorphic infiltrations composed of blasts and diffuse-focal tumor infiltrations in the liver, spleen, lymph nodes, brain substance and tunics. Make the diagnosis:",wi-th,"A 7-year-old boy died of acute posthemorrhagic anemia caused by profuse hemorrhage in the gastrointestinal tract. Postmortem study revealed the followi-ng: macroscopically there were acutely enlarged various groups of the lymph nodes, thymomegaly, hepatosplenomegaly, and bright red bone marrow; microscopically there was hypercellular bone marrow with monomorphic infiltrations composed of blasts and diffuse-focal tumor infiltrations in the liver, spleen, lymph nodes, brain substance and tunics. Make the diagnosis:",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
516,2017,Pathomorphology,question,"Autopsy of a man, who served on a nuclear submarine, revealed the followi-ng pathologies: bone marrow atrophy (panmyelophthisis), anemia, leukopenia, thrombocytopenia, lymphocytes disi-ntegration in the lymph nodes, spleen, gastrointestinal lymphatic system, and hemorrhages into the adrenal glands. What disease had developed in this case?",followi-ng,"Autopsy of a man, who served on a nuclear submarine, revealed the following pathologies: bone marrow atrophy (panmyelophthisis), anemia, leukopenia, thrombocytopenia, lymphocytes disi-ntegration in the lymph nodes, spleen, gastrointestinal lymphatic system, and hemorrhages into the adrenal glands. What disease had developed in this case?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
516,2017,Pathomorphology,question,"Autopsy of a man, who served on a nuclear submarine, revealed the followi-ng pathologies: bone marrow atrophy (panmyelophthisis), anemia, leukopenia, thrombocytopenia, lymphocytes disi-ntegration in the lymph nodes, spleen, gastrointestinal lymphatic system, and hemorrhages into the adrenal glands. What disease had developed in this case?",disi-ntegration,"Autopsy of a man, who served on a nuclear submarine, revealed the followi-ng pathologies: bone marrow atrophy (panmyelophthisis), anemia, leukopenia, thrombocytopenia, lymphocytes disintegration in the lymph nodes, spleen, gastrointestinal lymphatic system, and hemorrhages into the adrenal glands. What disease had developed in this case?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
517,2017,Pathomorphology,question,"After sensitization a test animal recei-ved subcutaneously a dose of antigen. At the site of injection a fibrinous inflammati-on developed with alteration of vessel walls, basal substance, and fibrous structures of connective tissue. The inflammation took form of mucoid and fibrinoid degeneration, fibrinoid necrosis. What immune response occurred in the test animal?",recei-ved,"After sensitization a test animal received subcutaneously a dose of antigen. At the site of injection a fibrinous inflammati-on developed with alteration of vessel walls, basal substance, and fibrous structures of connective tissue. The inflammation took form of mucoid and fibrinoid degeneration, fibrinoid necrosis. What immune response occurred in the test animal?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
517,2017,Pathomorphology,question,"After sensitization a test animal recei-ved subcutaneously a dose of antigen. At the site of injection a fibrinous inflammati-on developed with alteration of vessel walls, basal substance, and fibrous structures of connective tissue. The inflammation took form of mucoid and fibrinoid degeneration, fibrinoid necrosis. What immune response occurred in the test animal?",inflammati-on,"After sensitization a test animal recei-ved subcutaneously a dose of antigen. At the site of injection a fibrinous inflammation developed with alteration of vessel walls, basal substance, and fibrous structures of connective tissue. The inflammation took form of mucoid and fibrinoid degeneration, fibrinoid necrosis. What immune response occurred in the test animal?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
518,2017,Pathomorphology,question,"Brain autopsy revealed an edema, hyperemia, and small hemorrhages in the medulla oblongata. Microscopically chromatolysis, hydropia and nerve cell necrosis are observed; within the cytoplasm of hippocampal nerve cells there are eosi-nophilic structures (Negri bodies) detected. What diagnosis corresponds with the descri-bed morphological signs?",eosi-nophilic,"Brain autopsy revealed an edema, hyperemia, and small hemorrhages in the medulla oblongata. Microscopically chromatolysis, hydropia and nerve cell necrosis are observed; within the cytoplasm of hippocampal nerve cells there are eosinophilic structures (Negri bodies) detected. What diagnosis corresponds with the descri-bed morphological signs?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
518,2017,Pathomorphology,question,"Brain autopsy revealed an edema, hyperemia, and small hemorrhages in the medulla oblongata. Microscopically chromatolysis, hydropia and nerve cell necrosis are observed; within the cytoplasm of hippocampal nerve cells there are eosi-nophilic structures (Negri bodies) detected. What diagnosis corresponds with the descri-bed morphological signs?",descri-bed,"Brain autopsy revealed an edema, hyperemia, and small hemorrhages in the medulla oblongata. Microscopically chromatolysis, hydropia and nerve cell necrosis are observed; within the cytoplasm of hippocampal nerve cells there are eosi-nophilic structures (Negri bodies) detected. What diagnosis corresponds with the described morphological signs?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
